personid,female,adult,age,height_cm,weight_kg
11090903,0,1,28,158.8,61.6
11090904,0,1,20,157.5,50
11091001,0,1,35,156.2,50.2
11091002,1,1,30,143.3,38.9
11091003,1,0,9,122,20.7
11091004,0,0,5,100.4,14.8
11091005,0,0,3,87.1,12.3
11091006,0,1,30,161.4,57.6
11091007,1,1,28,,
11091008,1,0,16,154.1,39.5
11091009,0,1,70,155.6,45.9
11091101,0,1,70,163.7,70.4
11091201,0,1,40,164.5,63.9
11091202,1,1,38,151.5,57
11091203,1,0,16,151.9,46.1
11091204,0,0,11,144.7,34.2
11091301,0,1,45,172.1,58.6
11091302,1,1,40,149.6,45.5
11091303,0,1,35,167.4,68.3
11091304,1,1,30,,
11091401,0,1,65,156.8,53.3
11091402,1,1,60,,
11091403,1,0,12,154.4,40.3
11091404,0,0,6,113.9,19.3
11091405,1,1,28,,
11091501,0,1,64,168.3,76.8
11091502,1,1,60,145.8,53.7
11091601,0,1,24,162.3,51
11091602,1,1,50,148.6,47.4
11091603,1,1,20,146.3,38.5
11091604,0,1,80,145.3,37
11100101,0,1,60,161.1,53.4
11100102,1,1,50,149.8,47.8
11100103,1,1,25,148,36.8
11100104,0,0,.8269231,,
11100201,0,1,32,171.6,68
11100202,1,1,28,155.2,56.3
11100401,0,1,69,166.4,54.7
11100402,1,1,65,152.1,56.2
11100403,0,1,39,168.1,58.8
11100404,1,1,35,141.5,33.8
11100405,1,0,11,126.9,22.9
11100406,1,0,9,113.2,16.4
11100407,1,0,6,95.6,12.7
11100408,1,0,8,106.2,13.6
11100409,1,0,4,96.5,12.8
11100410,1,0,3,86.2,9.5
11100411,1,0,1.166667,,6.6
11100501,0,1,33,159.9,44.9
11100502,1,1,30,152.1,36.7
11100503,0,0,10,136.1,28.9
11100504,0,0,8,111.5,18.2
11100505,1,0,6,98.7,14.7
11100506,0,0,3,74.5,9.2
11100507,1,0,.1666667,,
11100601,0,1,53,168.4,73.4
11100602,1,1,50,150.1,58.3
11100603,1,1,24,,
11100604,0,0,.6538461,,
11100605,1,1,19,,
11100606,1,0,12,140.6,31.7
11100701,1,1,30,152.5,42.2
11100702,1,0,5,96.4,14.5
11100703,1,0,1.916667,,8.5
11100704,1,1,22,154.2,50.8
11100705,1,1,18,152.3,44.9
11100801,0,1,55,158.5,44.9
11100802,1,1,54,153.7,40.8
11100803,0,1,28,168.4,47.2
11100804,1,0,10,152.2,41.2
11100805,1,1,25,144.5,42.2
11100806,1,0,1.083333,,
11100901,0,1,60,165.6,55.6
11100902,0,1,32,168.1,60.4
11100903,1,1,30,154.1,43.9
11100904,0,0,2.75,87.4,10.8
11100905,1,0,.8846154,,
11100906,1,1,58,136.6,44.2
11100907,1,1,34,149.6,53.3
11100908,0,0,10,129.9,23.6
11100909,1,0,8,119.7,19
11101101,0,1,59,170,65.2
11101102,1,1,55,153.3,55.7
11101103,0,1,18,163.7,50.9
11101201,0,1,30,169.6,73.8
11101202,1,1,25,152.2,64.1
11101203,0,0,4,99.7,13.5
11101301,0,1,65,163.6,61.6
11101302,1,1,52,,
11101303,1,1,28,155.1,40
11101304,1,0,7,124,23.7
11101305,1,0,4,103.2,14.7
11101401,0,1,36,153.6,47.4
11101402,1,1,33,149.6,36.8
11101403,0,0,9,118.6,20.5
11101404,0,0,5,99.6,14
11101405,0,1,33,157.3,50.4
11101406,0,1,30,155.4,65.6
11101501,0,1,60,166.5,54
11101502,1,1,30,153.1,55.1
11101503,0,0,10,142.5,25.8
11101504,0,0,8,125.8,20.8
11101505,1,0,6,105.5,13.8
11101506,0,1,90,159.5,49.5
11101601,0,1,65,170.4,46.8
11101602,1,1,50,150.7,54.9
11101603,1,1,18,153.3,44.5
11101604,1,0,11,138.9,25.7
11101605,1,1,50,145.5,46.3
11101606,1,0,7,119.2,18
11101607,1,1,26,151.6,38.3
11101608,1,0,3,97.4,14.1
11101901,0,1,46,162.2,79.7
11101902,1,1,44,161.1,73
11101903,1,1,25,153.4,36.7
11101904,1,0,7,114.8,17.2
11101905,1,0,5,113.5,15.7
11101906,0,0,3,96.8,12.3
11101907,0,0,1.25,,
11101908,1,1,20,163.2,54.3
11101909,1,0,17,164.3,50
11101910,1,0,15,157.8,53.6
11101911,1,1,21,157.4,46
11110201,1,1,35,147.4,51.8
11110202,1,0,15,138,31.4
11110203,0,0,13,137.7,30.3
11110301,0,1,50,169.8,65.9
11110302,1,1,45,,
11110303,0,1,20,,
11110401,1,1,28,151.1,34.9
11110402,0,0,6,115.8,18.3
11110403,0,0,2.5,78.1,9.5
11110501,0,1,51,171.2,71.4
11110502,1,1,48,150.9,45.9
11110503,1,1,19,150,39.6
11110504,1,0,.3269231,,
11110505,0,0,15,162,56.9
11110506,0,0,11,142.8,37.1
11110601,0,1,60,148.2,48.9
11110602,1,1,56,149,53.9
11110603,1,1,25,137.9,39
11110604,0,1,20,,
11110605,0,0,14,157.2,41.5
11110606,0,0,9,122.8,22
11110801,0,1,50,157.1,45.1
11110802,1,1,48,145.8,38.9
11110803,0,0,17,159.1,47.3
11110804,1,0,14,147.6,40
11110901,0,1,55,156.1,59
11110902,1,1,50,151.9,63.6
11110903,1,1,18,149.9,42.6
11110904,1,0,14,151.7,41.1
11111001,0,1,34,157.6,47.5
11111002,1,1,30,147.9,36.1
11111003,0,0,3,81.2,9.5
11111004,1,0,.5769231,,
11111005,1,1,70,149.4,36.7
11111201,0,1,25,149.2,38.4
11111202,1,1,20,141.9,41
11111203,0,0,15,,
11111204,1,1,50,151,35.8
11111301,0,1,60,155.6,35.5
11111302,1,1,55,148.4,38
11111303,0,1,18,154.3,39
11111304,1,1,25,143.3,33.7
11111305,1,1,30,144.4,28
11111306,1,0,7,101.6,14.2
11111307,0,0,6,102,13.8
11111401,0,1,80,169.7,47.8
11111402,1,1,78,138.5,36.5
11111403,0,1,40,160.5,57.3
11111404,1,1,38,142,43
11111407,0,0,9,120.2,21.5
11111409,1,0,14,141.8,40.8
11111410,1,0,10,141.9,34.2
11111411,1,1,90,149.6,42
11111601,0,1,45,,
11111602,1,1,43,156.6,47.9
11111603,0,1,20,168.4,56.2
11111604,1,1,19,151.2,47.9
11111605,0,0,15,,
11111606,0,0,10,136.3,28.4
11111701,0,1,70,159.5,44
11111702,1,1,65,140.9,36.5
11111703,1,1,42,,
11111704,1,1,24,,
11111705,1,0,1,,
11111801,0,1,32,165.1,50.5
11111802,1,1,28,146.5,46
11111803,0,0,5,98.1,12.3
11112001,0,1,65,168.1,42.5
11112002,1,1,55,141,37.9
11120101,0,1,60,177.3,64.5
11120102,1,1,55,148.3,41.7
11120103,0,1,35,179.8,62.2
11120104,1,1,30,148,59.2
11120105,0,0,10,138.7,27
11120106,1,0,12,150.9,40.2
11120107,1,0,3,95.5,12.8
11120201,0,1,36,166.3,52.2
11120202,1,1,30,146,34.4
11120203,0,0,9,122.5,22.2
11120204,1,0,7,98.7,14
11120301,0,1,82,149.8,44.5
11120302,0,1,60,160.1,48.3
11120303,1,1,55,149.1,35.6
11120304,0,1,32,157.5,55
11120305,1,1,30,138.4,32.3
11120306,1,0,14,150,44.2
11120307,1,0,5,108.5,16.3
11120401,0,1,60,166.9,63.7
11120402,1,1,58,146.1,49.1
11120403,0,1,28,172,69
11120404,1,1,25,153,52.8
11120406,0,0,7,124.5,21.1
11120407,1,0,13,143.1,29.2
11120408,1,0,9,137.7,25.4
11120409,1,0,5,104.3,13.1
11120410,0,1,24,163,46.6
11120411,1,1,20,157,72.8
11120413,0,0,6,119,19.7
11120414,0,1,20,162.6,49
11120415,1,1,18,146,40.7
11120416,1,0,2.75,81.1,10.5
11120417,1,0,1.5,,
11120501,0,1,60,167,51.1
11120502,1,1,27,,
11120503,0,0,6,115.6,19.5
11120505,0,1,25,166.5,68.1
11120506,1,1,22,153.5,45.5
11120507,0,0,.5576923,,
11120508,0,1,50,170.4,51.1
11120509,0,0,13,169,49.7
11120510,1,0,15,156.5,43.1
11120601,0,1,65,156.5,40.4
11120602,1,1,60,159.4,41.9
11120603,1,1,26,141.5,35.5
11120604,0,0,8,113.5,17.1
11120605,1,0,10,124.5,20.7
11120606,1,0,4,95.1,12.4
11120607,0,0,.6153846,,
11120608,0,1,30,165.4,53.7
11120609,1,1,25,161.4,56.6
11120610,1,0,3,87.8,11.1
11120611,1,0,.9230769,,
11120612,0,1,23,169.4,52.6
11120901,0,1,60,163.2,59.1
11120902,1,1,55,147.5,41.4
11121001,0,1,60,160.4,44.5
11121002,1,1,55,153.7,42.2
11121003,0,1,32,166.2,55.3
11121004,1,1,28,144,49.2
11121005,1,0,9,133.2,26.3
11121006,0,0,7,115.1,17.8
11121007,0,0,6,110.1,17.4
11121008,1,0,5,100.5,14.1
11121009,0,0,3,83,10.9
11121010,1,0,.5769231,,
11121101,0,1,50,,
11121102,1,1,45,144.5,41.6
11121103,0,1,21,167.8,63
11121104,0,0,16,162,39.8
11121105,0,0,8,120,20.5
11121107,1,1,18,156.4,59.7
11121108,1,0,14,147.2,37
11121109,0,1,45,160.2,48.6
11121110,1,1,40,151.1,36.1
11121112,1,0,14,133.6,26.4
11121113,1,0,13,136.9,29.8
11121114,1,0,7,113.6,17.3
11121115,1,1,35,144.3,41.8
11121116,0,0,9,130.2,23.3
11121117,0,0,7,121,19.5
11121118,0,1,70,163.5,66.8
11121119,1,1,68,141.9,34.5
11121201,0,1,71,169.6,56.1
11121202,0,1,40,162.4,71.7
11121203,1,1,35,146.3,41.6
11121204,0,0,17,,
11121205,0,0,14,157.1,42.1
11121206,0,0,11,152.3,41
11121207,0,1,35,162.5,57.9
11121208,1,1,30,152.4,41.7
11121209,0,0,12,147.5,31.4
11121210,1,0,6,115.8,18.5
11121211,1,0,6,114.5,17.9
11121212,0,0,4,92.6,13.1
11121213,0,1,30,165.9,60
11121214,1,1,26,152.6,40.8
11121215,0,0,7,,
11121216,0,0,5,118.5,18
11121217,0,1,65,161.1,50.2
11121218,0,1,35,162.5,62.2
11121219,1,1,30,150.3,44.8
11121220,0,0,8,119.3,19.6
11121221,0,0,6,103.3,14.9
11121222,1,1,50,147.1,37.5
11121223,1,1,45,150.1,55
11121224,1,0,11,136,28.1
11121225,1,0,10,132.7,24.4
11121226,0,0,7,116,18.6
11121227,0,0,4,98.6,13.1
11121301,0,1,60,158.5,49.4
11121302,1,1,55,156.5,43.5
11121303,1,0,14,150.4,43.2
11121304,0,0,12,148.5,49.4
11121305,0,1,35,168,66.9
11121306,1,1,30,143.5,51.7
11121401,0,1,60,168.2,47.8
11121402,0,1,25,164.2,49
11121403,1,1,22,147.1,46
11121404,1,0,6,117.4,18.1
11121501,0,1,75,163.5,51.7
11121502,1,1,70,151,33.7
11121503,0,1,48,166,51.3
11121504,0,1,18,166.4,52
11121505,1,1,25,145.5,42.9
11121506,1,0,5,106.5,16.1
11121507,0,0,3,95,13.6
11121508,1,1,23,144.7,42.6
11121509,1,0,3,82,10.1
11121510,1,0,.6923077,,
11121601,0,1,55,162.6,55.1
11121602,1,1,50,150.8,52.5
11121603,0,1,35,157.6,47.9
11121604,1,1,31,154.7,46.7
11121605,0,0,7,119.6,2
11121606,1,0,4,97.3,10.9
11121607,0,1,27,,
11121608,1,1,24,,
11121609,0,1,22,166.4,49.3
11121610,1,1,19,,
11121701,0,1,65,154.4,44
11121702,1,1,60,141.6,33.4
11121703,0,1,33,149,45.9
11121704,1,1,30,140,36.3
11121705,0,1,22,159.9,42.2
11121706,1,1,20,149.4,46.1
11121707,0,0,10,125,23.6
11121708,1,0,12,137.2,29.6
11121709,1,0,6,106,17.5
11121710,0,0,4,91,11.6
11121711,0,0,.8461539,,
11130101,0,1,50,161.2,46.7
11130102,1,1,45,,
11130103,0,1,20,150.9,38.7
11130104,0,1,30,,
11130105,0,0,9,123.1,21.9
11130301,1,1,40,142.5,47.8
11130303,0,0,8,112.9,15.9
11130304,1,0,4,80.2,10.3
11130305,1,0,1,,
11130401,0,1,47,166.9,65
11130402,1,1,45,146.7,35.4
11130403,0,1,20,,
11130404,1,1,18,153.1,48.8
11130405,1,0,10,129.7,26.2
11130406,1,0,8,122.7,20.8
11130407,1,0,5,103.1,14.4
11130408,1,0,2.166667,73,8.9
11130501,0,1,63,164.1,61.6
11130502,1,1,46,152.8,50.8
11130601,0,1,68,165.6,63.1
11130602,1,1,65,,
11130603,1,1,33,156.1,62
11130604,1,0,3,89.7,9.9
11130605,1,0,3,89.5,11.6
11130701,0,1,28,152.2,43.2
11130702,1,1,26,149.6,36.6
11130703,1,0,1.5,,
11130704,1,1,55,147.7,45
11130801,1,1,35,151.5,43.8
11130802,1,0,17,153,43.4
11130803,1,0,12,139.2,34.6
11130804,0,0,3,81.5,9.7
11130805,0,1,60,153.7,48.3
11130806,1,1,55,146.6,38.8
11130901,1,1,37,150.3,53.8
11130903,0,0,12,,
11130904,1,1,115,,
11131001,0,1,65,155.7,46
11131002,1,1,60,150.8,46.7
11131004,1,1,30,148,45.8
11131005,1,0,8,108.5,19.2
11131006,1,0,3,91.3,14.4
11131007,0,1,29,162.9,50.7
11131008,1,1,25,146.8,39.7
11131009,0,0,1.5,,
11131201,0,1,55,164.3,41.2
11131202,0,1,32,158.6,46.5
11131203,0,0,15,146.2,39.7
11131205,1,1,30,152.6,50.6
11131206,0,0,10,125.1,22.7
11131207,0,0,8,117.1,20.2
11131208,1,1,25,146.9,45.3
11131209,1,0,6,97.7,13.1
11131210,1,0,3,80.6,10.7
11131211,1,0,.0833333,,
11131301,0,1,60,157.1,41.5
11131302,1,1,55,,
11131303,1,1,27,154.4,39.7
11131304,0,0,7,116.5,19.1
11131305,0,0,4,92.5,13.3
11131306,0,0,1.583333,,
11131307,0,1,26,167.9,48
11131401,0,1,30,164.9,55.9
11131402,1,1,28,157.3,42.9
11131403,0,0,6,127.1,23
11131404,1,0,4,106.1,14.7
11131405,0,0,3,87.6,11.2
11131406,0,1,70,159.1,48.1
11131501,0,1,56,160.5,45.1
11131502,1,1,51,151.5,35.3
11131503,1,0,10,130.9,23
11131504,1,0,7,118.7,18.1
11131505,1,0,5,107.2,15.6
11131506,1,0,3,92.7,11.6
11131507,0,1,22,161.4,54.1
11131508,1,1,20,,
11131510,0,1,28,,
11131511,1,1,25,,
11131701,0,1,32,150.8,41.6
11131702,1,1,28,161.9,50.4
11131703,1,0,8,123.6,21.4
11131704,0,0,4,91.4,12.2
11131901,0,1,65,159,44.6
11131902,1,1,58,145.4,32.4
11131903,1,1,19,148.4,48
11131904,0,1,72,161.4,51.4
11131905,0,0,13,143.2,32.2
11140101,0,1,35,169,53.1
11140102,1,1,33,142.9,36.6
11140103,0,0,17,161.3,45.6
11140104,1,0,15,148.1,38.1
11140105,1,0,13,144.3,34.7
11140106,0,0,11,137.1,27.4
11140107,1,0,6,106.4,15.8
11140201,0,1,45,157.9,54.4
11140202,1,1,43,140.4,33.3
11140203,1,0,10,133.1,23.6
11140301,0,1,55,160.3,53.6
11140302,0,1,35,,
11140303,1,1,33,,
11140304,0,0,12,,
11140305,1,0,8,133.8,26.1
11140306,0,0,7,126.9,23.3
11140307,0,1,32,,
11140308,1,1,30,152.6,26.2
11140309,1,0,7,116.8,17.5
11140310,1,0,6,,
11140311,0,0,2.75,,
11140312,0,1,26,,
11140313,1,1,24,150.3,43.7
11140314,0,0,7,,
11140315,1,0,6,107.8,17.2
11140316,1,0,4,92.1,13
11140317,1,0,.1538462,,
11140318,0,1,18,167.1,52.6
11140319,1,0,17,153,34.3
11140401,0,1,65,162,58.7
11140402,1,1,60,46.5,51.8
11140403,1,1,28,151.8,40.9
11140404,0,0,10,128.3,24.6
11140405,0,0,6,119.6,19.8
11140406,1,1,25,145.7,44.6
11140407,0,0,4,,
11140408,0,1,20,161.3,47.5
11140409,1,1,18,,
11140601,0,1,45,161.1,63
11140602,1,1,43,149.7,48.5
11140603,1,1,23,,
11140604,1,0,5,,
11140605,0,0,2,,
11140606,0,0,.8076923,,
11140607,1,1,22,155.5,42
11140608,0,0,3,92.9,12.7
11140609,0,0,1.916667,,9.6
11140901,0,1,35,166.6,44.7
11140902,1,1,32,151,41.3
11140903,1,0,14,149.4,36.3
11140904,0,0,6,112,16.1
11140905,0,0,4,90.5,12
11141001,0,1,55,164.9,49.8
11141002,1,1,50,152.9,42.2
11141003,0,1,30,,
11141004,1,1,26,148.5,38.6
11141005,0,0,7,,
11141006,1,0,4,92.1,13.8
11141007,0,0,1.5,,
11141009,1,1,22,,
11141010,0,1,20,,
11141011,1,1,18,,
11141012,1,0,.4807692,,
11141013,1,0,16,151.1,45.1
11141014,1,0,15,154.9,53.3
11141101,0,1,35,163.9,58.1
11141102,1,1,30,145.7,42.5
11141103,0,0,7,109.2,17.2
11141104,1,1,60,146.9,34.8
11141201,1,1,68,150.3,36.9
11141202,0,1,40,167.5,68.6
11141203,1,1,38,145.3,39.5
11141204,0,1,18,175.7,59.7
11141206,0,0,11,127.3,25.7
11141207,0,0,7,110.7,17.7
11141301,0,1,42,161.2,50.6
11141302,1,1,40,148.5,55.6
11141303,1,1,18,149.1,50.4
11141304,0,1,23,,
11141305,1,1,21,150.1,37.7
11141306,0,0,4,93.7,12.4
11141307,0,0,3,83.3,10
11141308,1,0,13,151.9,37.6
11141309,0,0,10,150.4,36.9
11141401,0,1,64,160.3,54.4
11141403,1,1,26,151.9,69
11141404,0,0,10,134.2,25.6
11141405,1,1,21,151,45.6
11141406,0,0,4,94.2,16.2
11141501,0,1,46,164.4,56.8
11141502,1,1,42,145.6,40.4
11141504,1,1,25,147.3,34.1
11141505,0,0,5,112.7,16.6
11141506,1,0,3,88.1,13.2
11141507,0,0,2,77.2,9.5
11141508,0,0,16,156.8,49
11141801,0,1,45,168.9,45.3
11141802,1,1,40,152.8,52.2
11141803,0,0,16,162.3,47.7
11141804,1,0,13,135.1,26.2
11141805,0,0,10,131.7,25.3
11141806,1,0,7,113.9,17.1
11141901,0,1,60,155.8,41.4
11141902,1,1,58,141.5,34.5
11141903,0,1,38,,
11141904,1,1,36,150.8,45.6
11141905,0,0,14,160.1,39.8
11141906,0,0,9,130.4,24.5
11141907,0,1,35,158.7,41.1
11141908,1,1,32,151.7,55
11141909,1,0,15,146.6,38.7
11141910,1,0,9,131.7,26.5
11141911,1,0,6,111,16.5
11141912,1,0,3,80.2,14.4
11141913,0,0,.1923077,,
11141914,0,1,32,,
11141915,1,1,30,,
11141916,0,0,6,,
11141917,0,0,4,,
11141918,0,0,3,,
11142001,0,1,70,156.6,39.8
11142002,0,1,36,161.4,49
11142003,1,1,30,144.8,41.1
11142004,0,0,13,151.5,40.8
11142005,0,0,11,138.5,29
11142006,0,0,9,128.6,23.2
11142007,1,0,6,116.5,19
11142008,0,1,34,163.8,40.3
11142009,1,1,28,151.6,48
11142010,1,0,11,150.1,34.2
11142011,1,0,8,126.1,20.3
11142012,0,0,8,131.2,21.3
11142013,1,0,6,114.3,17.3
11142014,1,0,4,101.4,14.1
11150101,0,1,70,150.9,46.2
11150102,1,1,70,150.6,53.9
11150103,0,1,35,167,58.7
11150104,1,1,30,157.8,49.3
11150107,0,0,6,112.6,16.6
11150108,0,0,13,154.8,38.6
11150201,0,1,55,158.5,44.8
11150202,1,1,52,142.2,38.2
11150203,0,0,16,149.6,40.8
11150204,1,0,14,139.8,42.6
11150205,1,0,12,142.4,36.6
11150301,0,1,65,,
11150302,1,1,30,153.8,64.5
11150303,0,0,17,163.8,46.3
11150304,1,0,13,148.6,39.1
11150305,0,0,9,,
11150401,0,1,67,152,44
11150402,1,1,63,147.3,29.4
11150403,0,0,6,106.1,15.8
11150501,1,1,50,146.4,43.6
11150502,1,0,16,150.6,46
11150601,0,1,70,150,45.6
11150602,1,1,38,145.7,49.1
11150603,0,1,23,165.9,48.9
11150604,0,1,18,171,56.4
11150605,1,1,80,140,44.4
11150801,0,1,30,,
11150802,1,1,27,141.9,30.9
11150803,1,0,11,137.6,33
11150804,1,0,7,104.8,15.7
11150901,0,1,38,163.5,49.6
11150902,1,1,18,140.5,35.6
11150903,1,0,13,140,32.2
11150904,1,0,14,131.6,28.1
11150905,1,0,12,126.5,23
11151101,0,1,60,,
11151102,1,1,57,143.4,43.9
11151103,0,1,20,153.3,42.4
11151201,0,1,68,159.5,49.2
11151202,1,1,64,149,34.1
11151301,0,1,105,160.5,37.8
11151302,0,1,72,162.2,44
11151303,1,1,65,144.1,44.5
11151304,1,0,14,155.2,36.7
11151401,0,1,56,161,48.8
11151402,1,1,52,145.2,34.6
11151403,0,1,24,,
11151404,0,0,9,116.4,16.4
11151501,0,1,100,159.4,46.2
11151502,1,1,92,146.5,44.8
11151503,0,1,50,167.2,82.9
11151504,1,1,45,157.5,55.2
11151507,0,0,7,116.6,20.5
11151601,1,1,55,151.5,57.8
11151602,1,1,23,,
11151701,0,1,45,148.7,39.1
11151702,1,1,40,152.5,32.4
11160101,0,1,69,,
11160102,1,1,65,147.5,48.1
11160103,1,1,35,154,49.8
11160104,1,0,16,159.6,52.4
11160105,0,0,12,140.6,29
11160201,0,1,42,156.6,54.4
11160202,1,1,40,143,41.2
11160203,1,0,8,123.2,22.2
11160204,1,0,2,78.1,8.9
11160205,1,1,60,143.4,44.4
11160301,0,1,65,167.8,66.6
11160302,1,1,60,145.7,38.6
11160303,0,1,38,,
11160304,0,1,37,168.2,58.5
11160305,1,1,35,155,39.2
11160306,1,1,26,147,52.1
11160307,0,0,14,151.2,32.8
11160308,0,0,12,155.3,36.4
11160309,1,0,8,137.6,25.1
11160310,0,0,5,110.4,19.2
11160311,1,0,3,91.4,12.5
11160401,0,1,33,164.8,51.8
11160402,1,1,30,151.5,50.1
11160403,1,0,12,135.4,29
11160404,1,0,8,118.2,20
11160405,0,0,7,107.2,15.5
11160406,0,0,5,96.3,13.5
11160407,1,1,68,148.1,41
11160501,0,1,35,158,47.7
11160502,1,1,34,151.9,35.5
11160504,1,1,20,148.2,44.2
11160505,0,0,10,135.3,27.4
11160506,0,0,5,107.8,15.1
11160507,0,0,2.833333,,
11160508,1,1,80,,
11160601,0,1,45,161,43.8
11160602,1,1,40,155,44.7
11160603,1,0,16,153.1,42.9
11160604,1,0,13,140.2,29.4
11160605,1,0,8,126.2,22.5
11160606,1,0,6,111.8,18
11160607,1,0,3,84.7,10.8
11160608,0,0,5,106.6,18.1
11160609,0,1,18,160.7,51.1
11160701,0,1,38,165.8,56
11160702,1,1,35,140.2,33.2
11160703,1,0,14,147,40.3
11160704,0,0,9,133.4,25.1
11160705,1,0,6,116.2,18.8
11160706,1,0,4,82.3,10
11160707,0,0,3,80.6,10.5
11160708,0,1,85,159.4,50.5
11160709,1,1,81,139.4,28.8
11160801,1,1,30,150.5,39.5
11160802,1,0,4,90.8,11.7
11160901,0,1,35,156.9,45.7
11160902,1,1,30,151.1,38.7
11160903,1,0,8,135.1,25.6
11160904,1,0,6,15.6,15.2
11160905,1,0,4,85.8,11.2
11160906,1,0,2,76,7.7
11161001,0,1,42,,
11161002,1,1,35,155.1,53.2
11161003,1,0,12,147.6,31.2
11161004,1,0,9,131.6,24.4
11161005,0,0,7,,
11161006,1,0,4,104.8,15.8
11161007,0,1,43,166.4,62.8
11161008,1,1,40,162,64.4
11161009,1,1,18,155.8,42.3
11161010,1,0,15,152.8,44.5
11161011,1,1,30,160.3,52.3
11161012,1,0,5,,
11161013,0,0,3,93.6,14.3
11161014,1,1,40,142.7,53.5
11161015,0,1,80,162,46.6
11161016,1,1,70,146.4,36.9
11161017,0,1,45,,
11161018,0,1,50,,
11161101,0,1,34,176,63.9
11161102,1,1,30,148.9,35.9
11161103,0,0,8,124.2,21
11161104,0,0,10,136.6,26
11161105,0,0,6,110,18.1
11161106,1,1,59,150.4,27.1
11161107,0,1,20,,
11161108,1,1,18,,
11161109,0,0,15,164,41.4
11161201,0,1,70,162.7,55.8
11161202,1,1,65,154.7,44.4
11161203,0,1,34,167.7,63.9
11161204,1,1,30,145.5,41.1
11161205,0,0,6,109.5,17.7
11161206,0,0,4,103.8,15.6
11161207,1,0,9,128,21.3
11161208,1,0,7,115,17.5
11161301,0,1,45,158.1,45.5
11161302,1,1,40,147.2,35.4
11161303,1,0,12,150.2,35.3
11161304,0,0,8,143.1,27.4
11161401,0,1,30,150.1,40.4
11161402,0,0,8,123.2,21.6
11161403,1,0,5,118.5,19.9
11161404,1,0,4,81.9,10.7
11161405,1,1,60,,
11161501,0,1,40,165.4,66.9
11161502,1,1,38,145.9,42.7
11161503,1,1,18,153.6,35
11161504,1,0,15,144,37.9
11161505,1,0,11,151.4,36.9
11161506,0,0,10,131.7,25.4
11161507,1,0,8,132.4,25.8
11170101,0,1,28,165.9,42.9
11170102,1,1,25,138.2,36.5
11170103,1,0,6,101.1,11.9
11170104,0,0,4,91.6,11.7
11170105,0,0,2,76.5,8
11170201,1,1,30,147.8,39.9
11170202,1,0,10,132.7,22.9
11170203,0,0,8,126.7,21.7
11170204,1,0,6,121,19.6
11170205,0,0,4,98.6,13.8
11170206,0,1,70,148.2,38.5
11170301,0,1,45,175,60.7
11170302,1,1,41,145.6,54.1
11170303,0,1,22,170.5,50.3
11170304,1,1,20,,
11170305,0,1,19,,
11170306,1,1,18,155.1,46.8
11170307,0,1,85,158.6,43.7
11170402,1,1,45,144.1,38.6
11170403,0,0,10,117.7,18.8
11170404,1,0,14,135.7,37.6
11170405,1,0,9,134.1,26.9
11170406,1,0,6,105.6,16
11170407,0,0,3,81.5,10.5
11170601,0,1,70,,
11170602,0,1,40,172.8,66.9
11170603,1,1,35,,
11170604,0,1,18,168.1,56.1
11170605,0,0,15,165,43.8
11170606,1,0,13,146.4,36
11170701,0,1,50,168.1,39
11170702,1,1,45,152.4,56.3
11170703,0,0,11,145.7,30.1
11170704,1,0,13,161.5,48
11170705,1,0,10,146.1,31.3
11170801,0,1,62,157.1,60.3
11170802,1,1,60,147.2,48.2
11170803,0,1,25,163.4,
11170804,0,1,22,159.3,
11170901,0,1,80,150.9,72.6
11170902,0,1,40,163.7,55.5
11170903,1,1,35,152.3,62.8
11170904,0,0,17,,
11170905,0,0,13,156.4,39.3
11171001,0,1,38,,
11171002,0,1,35,,
11171003,0,1,45,,
11171004,1,1,35,,
11171005,1,1,30,,
11171006,0,0,2.5,,
11171007,1,0,.2307692,,
11171008,1,0,10,,
11171009,0,1,70,,
11171101,0,1,27,169.2,75.3
11171102,1,1,25,159.7,64.8
11171103,0,0,1.666667,,9.4
11171104,0,1,21,173.6,63.2
11171105,1,1,46,150.5,65.9
11171301,1,1,50,145.1,51.1
11171302,0,1,28,157.5,51.9
11171303,1,1,26,147,41.4
11171304,0,0,10,140,31.7
11171305,0,0,8,116.6,21.6
11171306,0,0,6,106,16.6
11171401,1,1,35,151.4,49.8
11171402,0,0,6,116.4,18.4
11171403,1,0,3,,
11171501,0,1,62,161,61
11171502,1,1,60,139.8,39.8
11171503,1,1,35,158.5,53
11171504,0,0,15,162,44.3
11171505,0,0,12,160.3,38.3
11171506,1,0,10,145.7,32.6
11171601,0,1,40,167.4,
11171602,1,1,35,148.2,
11171603,0,1,20,,
11171604,0,0,8,,
11171605,1,0,7,,
11171901,0,1,30,172.8,50
11171902,1,1,28,,
11171903,1,0,5,112.4,15.8
11171904,0,0,4,95.6,13.3
11171905,0,0,2.166667,72.7,8.9
11171906,1,0,.0769231,,
11180301,0,1,30,166.7,49.9
11180302,1,1,28,151.6,42.1
11180303,0,0,9,130.4,25.5
11180304,0,0,6,113.7,16.2
11180305,1,0,4,102.5,15.1
11180306,1,1,55,148.5,40.5
11180401,1,1,65,146.8,34.8
11180402,1,1,30,149.5,44.5
11180403,0,0,8,123,20.9
11180404,1,0,5,108.4,15.9
11180405,1,0,4,101.4,13
11180406,0,0,3,90.7,11.9
11180501,0,1,28,,
11180502,1,1,24,,
11180601,0,1,60,156.7,44
